epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,163.632,0.89445,1.3749,1.3643,0.9386,0.68,0.77873,0.58051,0.81361,1.07855,1.20627,0.000736897,0.000736897,0.000736897
39,167.438,0.96914,1.52175,1.46623,0.82066,0.74,0.78238,0.5821,0.81234,1.06409,1.19508,0.000702759,0.000702759,0.000702759
40,171.14,0.81441,1.28999,1.33487,0.87707,0.71355,0.78863,0.57823,0.83286,1.05377,1.19337,0.000668621,0.000668621,0.000668621
41,174.818,0.88608,1.3773,1.40302,0.89802,0.7,0.78151,0.57948,0.832,0.94136,1.18343,0.000634483,0.000634483,0.000634483
42,178.473,0.81405,1.297,1.33327,0.92259,0.71517,0.80762,0.60988,0.82843,0.8984,1.19267,0.000600345,0.000600345,0.000600345
43,182.176,0.7688,1.24719,1.32442,0.89478,0.74,0.79718,0.62253,0.80458,0.88279,1.17021,0.000566207,0.000566207,0.000566207
44,185.864,0.80514,1.27541,1.32274,0.99142,0.68,0.80845,0.62447,0.82149,0.88741,1.18301,0.000532069,0.000532069,0.000532069
45,189.63,0.80199,1.24729,1.31239,0.99144,0.68,0.80435,0.61722,0.8332,0.90651,1.18957,0.000497931,0.000497931,0.000497931
46,193.485,0.88708,1.36566,1.41666,0.89703,0.74,0.82636,0.63819,0.83212,0.90378,1.19401,0.000463793,0.000463793,0.000463793
47,197.363,0.86521,1.23229,1.36345,0.93674,0.72,0.83534,0.64216,0.79542,0.9078,1.17376,0.000429655,0.000429655,0.000429655
48,201.542,0.81738,1.2819,1.31108,0.92463,0.73613,0.83314,0.65266,0.78389,0.90962,1.15447,0.000395517,0.000395517,0.000395517
49,242.068,0.90367,1.52347,1.3285,0.82856,0.8,0.84351,0.65656,0.78757,0.89377,1.15081,0.000361379,0.000361379,0.000361379
50,246.229,0.90908,1.48768,1.25047,0.81631,0.82,0.83212,0.64589,0.78973,0.89575,1.1486,0.000327241,0.000327241,0.000327241
51,250.043,0.90508,1.55911,1.27221,0.92594,0.75027,0.83653,0.63224,0.7908,0.86262,1.12568,0.000293103,0.000293103,0.000293103
52,253.815,0.92731,1.51385,1.26819,0.9222,0.74,0.81119,0.62414,0.78104,0.83491,1.11907,0.000258966,0.000258966,0.000258966
53,257.657,0.87125,1.423,1.28048,0.91987,0.74,0.81968,0.63532,0.76923,0.84121,1.12066,0.000224828,0.000224828,0.000224828
54,261.516,0.81762,1.43334,1.24381,0.91652,0.74,0.82333,0.64386,0.76387,0.84018,1.12959,0.00019069,0.00019069,0.00019069
55,265.496,0.85677,1.38709,1.20666,0.91165,0.72,0.83111,0.64196,0.74762,0.83904,1.13058,0.000156552,0.000156552,0.000156552
56,269.67,0.82901,1.43445,1.22173,0.89734,0.72,0.83458,0.65157,0.73745,0.83609,1.12999,0.000122414,0.000122414,0.000122414
57,273.47,0.83407,1.33991,1.24713,0.89988,0.72,0.83,0.65135,0.73361,0.82274,1.12857,8.82759e-05,8.82759e-05,8.82759e-05
58,277.331,0.84057,1.3803,1.21373,0.89961,0.72,0.8387,0.66029,0.72645,0.82707,1.12685,5.41379e-05,5.41379e-05,5.41379e-05
