epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,135.073,0.88388,1.41718,1.38524,0.99414,0.8,0.87237,0.78178,0.43668,0.73784,1.01789,0.00109486,0.00109486,0.00109486
34,138.747,0.8819,1.40976,1.40091,0.99072,0.8,0.91201,0.81576,0.44633,0.76098,1.03315,0.00106657,0.00106657,0.00106657
35,142.349,0.85306,1.34209,1.36414,0.99292,0.8,0.87338,0.76814,0.48626,0.78212,1.06622,0.00103829,0.00103829,0.00103829
36,145.953,0.90535,1.35815,1.38691,0.99445,0.8,0.86554,0.77341,0.39313,0.61158,1.03157,0.00101,0.00101,0.00101
37,149.608,0.83157,1.30627,1.35044,0.99469,0.8,0.88703,0.77451,0.40605,0.6145,1.03264,0.000981714,0.000981714,0.000981714
38,153.314,0.91558,1.33266,1.38117,0.99423,0.8,0.96852,0.84043,0.40655,0.66631,1.0423,0.000953429,0.000953429,0.000953429
39,157.004,0.78403,1.23109,1.29849,0.9931,0.8,0.94045,0.81607,0.41091,0.61756,1.01503,0.000925143,0.000925143,0.000925143
40,160.667,0.78914,1.23003,1.30223,0.99255,0.8,0.93313,0.83765,0.41604,0.58458,1.01684,0.000896857,0.000896857,0.000896857
41,164.291,0.76614,1.15303,1.2732,0.99258,0.8,0.93594,0.81602,0.45841,0.56851,1.02554,0.000868571,0.000868571,0.000868571
42,167.965,0.84192,1.21482,1.37249,0.99242,0.8,0.9263,0.799,0.49551,0.58158,1.05004,0.000840286,0.000840286,0.000840286
43,171.672,0.82519,1.15326,1.34105,0.99344,0.8,0.94864,0.79465,0.46371,0.62932,1.0517,0.000812,0.000812,0.000812
44,175.343,0.83043,1.16989,1.34774,0.9944,0.8,0.86458,0.78149,0.41632,0.65783,1.0482,0.000783714,0.000783714,0.000783714
45,178.997,0.80125,1.13401,1.33267,0.99413,0.8,0.90369,0.79068,0.41123,0.70728,1.04984,0.000755429,0.000755429,0.000755429
46,182.625,0.76003,1.12188,1.29759,0.99129,0.8,0.92264,0.7965,0.41945,0.70488,1.02284,0.000727143,0.000727143,0.000727143
47,186.335,0.87018,1.2361,1.35337,0.99377,0.8,0.9077,0.7684,0.40911,0.62203,1.02135,0.000698857,0.000698857,0.000698857
48,189.924,0.75978,1.06984,1.26535,0.99445,0.8,0.92017,0.77838,0.41252,0.5934,1.02015,0.000670571,0.000670571,0.000670571
49,193.584,0.77569,1.07432,1.2797,0.99365,0.8,0.8759,0.70478,0.47471,0.57678,1.04023,0.000642286,0.000642286,0.000642286
50,197.206,0.80386,1.16066,1.32339,0.9944,0.8,0.86714,0.70606,0.45915,0.57925,1.03862,0.000614,0.000614,0.000614
51,200.808,0.78791,1.14674,1.3176,0.99542,0.8,0.84262,0.79453,0.35911,0.56918,0.9822,0.000585714,0.000585714,0.000585714
52,204.428,0.78296,1.07455,1.31168,0.99286,0.8,0.91528,0.82069,0.33873,0.60577,0.97377,0.000557429,0.000557429,0.000557429
53,208.009,0.75359,1.0449,1.27187,0.98386,0.8,0.89103,0.82848,0.34578,0.63953,0.96957,0.000529143,0.000529143,0.000529143
54,211.692,0.75219,1.04278,1.25058,0.96332,0.8,0.90319,0.82231,0.33558,0.60519,0.94471,0.000500857,0.000500857,0.000500857
55,215.349,0.75993,1.05093,1.30736,0.98855,0.8,0.95529,0.84535,0.32887,0.54996,0.93387,0.000472571,0.000472571,0.000472571
56,218.992,0.7617,1.07942,1.27708,0.99225,0.8,0.9267,0.84069,0.32954,0.53032,0.94162,0.000444286,0.000444286,0.000444286
57,222.598,0.71693,1.0218,1.23609,0.99422,0.8,0.92297,0.84905,0.31133,0.49806,0.94128,0.000416,0.000416,0.000416
58,226.296,0.77724,1.03618,1.28678,0.99439,0.8,0.91808,0.85626,0.30461,0.47323,0.93877,0.000387714,0.000387714,0.000387714
59,229.996,0.67182,1.01235,1.26383,1,0.8604,0.92409,0.87445,0.30584,0.45535,0.9438,0.000359429,0.000359429,0.000359429
60,233.603,0.72928,0.99005,1.26939,0.99168,0.8,0.91699,0.84909,0.30805,0.46856,0.95933,0.000331143,0.000331143,0.000331143
61,272.014,0.7751,1.18947,1.18254,0.99281,0.8,0.91501,0.85567,0.31246,0.47688,0.96692,0.000302857,0.000302857,0.000302857
62,275.523,0.75752,1.20402,1.16277,0.99364,0.8,0.91245,0.85785,0.30359,0.45272,0.95929,0.000274571,0.000274571,0.000274571
63,279.059,0.82561,1.22235,1.20671,0.99414,0.8,0.90729,0.85799,0.30455,0.4388,0.94273,0.000246286,0.000246286,0.000246286
64,282.485,0.79815,1.16125,1.16077,0.99461,0.8,0.9073,0.85348,0.31113,0.43882,0.94028,0.000218,0.000218,0.000218
65,286.001,0.72389,1.08659,1.13774,1,0.86006,0.9508,0.83625,0.33286,0.44309,0.95044,0.000189714,0.000189714,0.000189714
66,289.433,0.74043,1.09173,1.15013,1,0.86009,0.94917,0.83353,0.33747,0.44969,0.95766,0.000161429,0.000161429,0.000161429
67,292.987,0.75949,1.11436,1.15198,0.99146,0.8,0.94267,0.84207,0.33007,0.43817,0.94788,0.000133143,0.000133143,0.000133143
68,296.687,0.72084,1.03948,1.13829,0.92765,0.85551,0.94055,0.86017,0.30553,0.43449,0.92597,0.000104857,0.000104857,0.000104857
69,300.23,0.74914,1.07092,1.14482,0.92778,0.85704,0.93916,0.86275,0.30141,0.42882,0.92293,7.65714e-05,7.65714e-05,7.65714e-05
70,303.717,0.73304,1.03827,1.12734,0.92789,0.85838,0.93417,0.854,0.2993,0.43619,0.92099,4.82857e-05,4.82857e-05,4.82857e-05
