epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,47.8656,0.76071,1.41521,1.10216,0.98581,0.8,0.93134,0.7308,0.55314,0.91838,0.88517,0.0012476,0.0012476,0.0012476
21,50.82,0.67743,1.2568,1.04445,0.98968,0.8,0.91417,0.7586,0.45424,0.70513,0.85513,0.001208,0.001208,0.001208
22,53.5191,0.67096,1.26986,1.06635,0.99306,0.8,0.89726,0.79621,0.45899,0.64028,0.84004,0.0011684,0.0011684,0.0011684
23,55.5594,0.70661,1.38616,1.08131,0.99392,0.8,0.8531,0.78137,0.46341,0.58378,0.85038,0.0011288,0.0011288,0.0011288
24,57.5734,0.71065,1.29989,1.10455,1,0.86278,0.87123,0.8157,0.42556,0.57017,0.83031,0.0010892,0.0010892,0.0010892
25,59.644,0.73131,1.21078,1.09554,0.99546,0.8,0.89269,0.81006,0.38837,0.54824,0.81614,0.0010496,0.0010496,0.0010496
26,61.6321,0.61915,1.22519,1.04458,0.99573,0.8,0.88994,0.79528,0.43266,0.62153,0.84342,0.00101,0.00101,0.00101
27,63.5717,0.65637,1.17841,1.03114,0.99581,0.8,0.84315,0.74518,0.45456,0.61257,0.8768,0.0009704,0.0009704,0.0009704
28,65.3474,0.58424,1.04643,0.98868,0.99564,0.8,0.82272,0.74379,0.46339,0.57364,0.85669,0.0009308,0.0009308,0.0009308
29,67.2052,0.63123,1.09668,1.01186,0.99564,0.8,0.86371,0.78416,0.44659,0.56036,0.8442,0.0008912,0.0008912,0.0008912
30,68.9891,0.62083,1.10828,1.04817,1,0.86206,0.87074,0.7814,0.44102,0.53508,0.84138,0.0008516,0.0008516,0.0008516
31,70.806,0.63944,1.02484,1.01521,1,0.86211,0.88166,0.8036,0.43349,0.49845,0.82955,0.000812,0.000812,0.000812
32,72.5825,0.608,1.0269,1.02749,1,0.86269,0.88366,0.81265,0.4025,0.48517,0.81833,0.0007724,0.0007724,0.0007724
33,74.4856,0.60439,1.05289,1.01014,1,0.86286,0.87457,0.79679,0.38726,0.50227,0.82277,0.0007328,0.0007328,0.0007328
34,76.3485,0.53866,1.12112,0.9898,1,0.86279,0.86978,0.80963,0.38501,0.50684,0.82565,0.0006932,0.0006932,0.0006932
35,78.2049,0.56717,0.94229,1.00186,1,0.86285,0.95,0.81881,0.42843,0.47223,0.84827,0.0006536,0.0006536,0.0006536
36,80.0217,0.59728,1.07688,1.06721,1,0.86277,0.86876,0.80948,0.35459,0.48292,0.82524,0.000614,0.000614,0.000614
37,81.7693,0.53458,0.94421,0.99899,1,0.86274,0.86874,0.82657,0.3341,0.47263,0.81472,0.0005744,0.0005744,0.0005744
38,83.6475,0.51203,0.92177,0.986,1,0.8628,0.86814,0.8286,0.32627,0.45233,0.80533,0.0005348,0.0005348,0.0005348
39,85.4894,0.47546,0.87764,0.94638,0.99543,0.8,0.86399,0.83426,0.33042,0.42651,0.80165,0.0004952,0.0004952,0.0004952
40,87.2888,0.51358,0.8873,0.96709,0.99536,0.8,0.86387,0.82076,0.32126,0.40741,0.79491,0.0004556,0.0004556,0.0004556
41,122.568,0.46702,1.06663,0.92123,1,0.8628,0.8697,0.83097,0.31812,0.39804,0.7889,0.000416,0.000416,0.000416
42,124.336,0.39119,1.00234,0.8821,1,0.86272,0.8694,0.83119,0.31227,0.40467,0.78705,0.0003764,0.0003764,0.0003764
43,126.173,0.41228,1.08908,0.89243,1,0.86268,0.8686,0.83355,0.32016,0.43561,0.78825,0.0003368,0.0003368,0.0003368
44,127.961,0.42881,1.05311,0.89015,1,0.86275,0.86889,0.84029,0.31449,0.41591,0.7865,0.0002972,0.0002972,0.0002972
45,129.862,0.37952,0.98262,0.86796,0.99538,0.8,0.86371,0.82856,0.30862,0.39317,0.7855,0.0002576,0.0002576,0.0002576
46,131.875,0.38152,2.21546,0.79722,0.99346,0.8,0.86342,0.84359,0.27909,0.35852,0.78179,0.000218,0.000218,0.000218
47,133.901,0.372,0.98733,0.87909,0.99146,0.8,0.86369,0.83502,0.27646,0.34851,0.78088,0.0001784,0.0001784,0.0001784
48,135.711,0.38779,0.92048,0.90139,0.99117,0.8,0.8636,0.83706,0.27993,0.3427,0.78088,0.0001388,0.0001388,0.0001388
49,137.528,0.37761,1.02228,0.89191,0.99176,0.8,0.86364,0.83068,0.27881,0.34173,0.78153,9.92e-05,9.92e-05,9.92e-05
50,139.312,0.36118,0.92613,0.88781,0.99211,0.8,0.86359,0.83042,0.27987,0.34868,0.78134,5.96e-05,5.96e-05,5.96e-05
