epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,36.2788,0.84769,2.04851,1.35584,0.71017,0.86667,0.75496,0.62299,0.73459,1.67616,1.34489,0.001307,0.001307,0.001307
16,38.2096,0.93717,2.15842,1.35303,0.87618,0.86667,0.87556,0.72954,0.64172,1.4744,1.277,0.0012575,0.0012575,0.0012575
17,40.1885,0.93699,2.04694,1.41143,0.83639,0.8,0.81522,0.69995,0.54611,1.66173,1.19298,0.001208,0.001208,0.001208
18,42.1042,0.88807,2.00976,1.34719,0.8182,0.86667,0.84109,0.72592,0.55561,1.42043,1.16707,0.0011585,0.0011585,0.0011585
19,43.9884,0.78921,1.85331,1.27733,0.98569,0.8,0.89306,0.7257,0.61725,1.36316,1.1852,0.001109,0.001109,0.001109
20,45.9003,0.88403,2.09451,1.37986,0.97197,0.8,0.89553,0.70923,0.62395,1.37123,1.31395,0.0010595,0.0010595,0.0010595
21,47.7617,0.83132,1.95661,1.29108,0.96861,0.8,0.85556,0.69139,0.64673,1.53045,1.32505,0.00101,0.00101,0.00101
22,49.6387,0.89647,1.90713,1.34349,0.96861,0.8,0.85556,0.69139,0.64673,1.53045,1.32505,0.0009605,0.0009605,0.0009605
23,51.5865,0.74479,1.56639,1.26849,0.95048,0.8,0.86085,0.73589,0.53397,1.37942,1.17086,0.000911,0.000911,0.000911
24,53.482,0.7765,1.75482,1.29627,0.98535,0.8,0.8905,0.70596,0.50112,1.29443,1.13824,0.0008615,0.0008615,0.0008615
25,55.3841,0.69955,1.5562,1.18721,0.98744,0.8,0.89878,0.73416,0.52233,1.06042,1.15588,0.000812,0.000812,0.000812
26,57.2929,0.79134,1.68608,1.23942,0.99066,0.8,0.88253,0.75253,0.53489,0.92449,1.16299,0.0007625,0.0007625,0.0007625
27,59.2115,0.7078,1.60666,1.25167,0.99364,0.8,0.88326,0.78542,0.48082,0.78838,1.10529,0.000713,0.000713,0.000713
28,61.1153,0.81437,1.6167,1.27598,0.99357,0.8,0.87515,0.78929,0.49434,0.83494,1.08069,0.0006635,0.0006635,0.0006635
29,63.0207,0.73931,1.60227,1.21295,1,0.8619,0.90676,0.783,0.55091,0.85858,1.12282,0.000614,0.000614,0.000614
30,64.9175,0.6297,1.51083,1.15965,1,0.8619,0.90676,0.783,0.55091,0.85858,1.12282,0.0005645,0.0005645,0.0005645
31,98.1057,0.69623,2.32023,1.21477,0.99377,0.8,0.89954,0.78961,0.55331,0.82605,1.12387,0.000515,0.000515,0.000515
32,100.009,0.65985,2.4412,1.13594,0.9948,0.8,0.88897,0.78718,0.52448,0.71674,1.09519,0.0004655,0.0004655,0.0004655
33,101.926,0.5892,2.16378,1.14776,0.9952,0.8,0.88313,0.79789,0.49647,0.7067,1.08603,0.000416,0.000416,0.000416
34,103.772,0.61117,2.28974,1.14651,0.99495,0.8,0.88537,0.80287,0.47696,0.7735,1.08907,0.0003665,0.0003665,0.0003665
35,105.67,0.62102,2.23374,1.11295,0.99483,0.8,0.8852,0.79358,0.45898,0.78988,1.08945,0.000317,0.000317,0.000317
36,107.523,0.53717,2.06469,1.06254,0.99508,0.8,0.88858,0.79497,0.43791,0.752,1.09015,0.0002675,0.0002675,0.0002675
37,109.373,0.57612,2.13968,1.09934,0.99501,0.8,0.88998,0.79883,0.40751,0.70091,1.07207,0.000218,0.000218,0.000218
38,111.213,0.59132,2.08899,1.10047,0.99501,0.8,0.88998,0.79883,0.40751,0.70091,1.07207,0.0001685,0.0001685,0.0001685
39,113.048,0.55439,2.00499,1.03649,0.99505,0.8,0.89131,0.79874,0.39147,0.68174,1.06036,0.000119,0.000119,0.000119
40,114.913,0.56121,2.06151,1.10795,0.99511,0.8,0.88693,0.7981,0.37961,0.66465,1.04484,6.95e-05,6.95e-05,6.95e-05
